Dissimilarity,4.62,4.92,5.36,6.07,6.81,7.38
Sparsity,0.00,0.00,0.00,0.00,0.00,0.00
Plausibility,-1.01,-1.00,-1.00,-0.98,-0.97,-0.98
Validity,1.00,1.00,1.00,1.00,1.00,1.00
Runtime,0.22,0.22,0.21,0.26,0.29,0.21
%Explained,1.00,1.00,1.00,1.00,1.00,1.00
